Coluna;Ano
Município;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;Total
Rs-Quarai;9;16;11;15;44;20;11;18;22;14;5;5;1;9;4;9;18;24;31;30;316
Rs-Quatro Irmaos;0;0;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;5
Rs-Quevedos;0;0;0;0;0;1;1;0;4;0;0;0;0;0;0;0;0;0;1;0;7
Rs-Quinze de Novembro;9;9;8;7;4;2;7;8;2;1;8;6;4;4;0;6;2;5;6;7;105
Rs-Redentora;0;0;0;0;0;0;0;0;0;0;0;3;5;5;4;7;0;2;0;0;26
Rs-Relvado;0;0;2;2;2;2;3;0;0;0;0;0;2;0;0;0;0;0;0;0;13
Rs-Restinga Seca;25;12;12;29;38;32;33;42;36;23;17;17;27;33;88;43;31;29;34;35;636
Rs-Rio dos Indios;0;0;0;0;2;15;0;0;24;0;0;0;0;0;0;0;0;0;0;0;41
Rs-Rio Grande;909;1755;2076;2004;1150;1163;1758;1875;3765;3002;2185;1583;1542;1118;1150;1128;767;653;526;551;30660
Rs-Rio Pardo;91;54;30;96;40;60;73;127;97;61;130;55;47;41;39;49;48;58;74;68;1338
Rs-Riozinho;6;2;4;3;48;66;0;0;0;4;2;113;0;1;2;0;0;0;0;0;251
Rs-Roca Sales;19;18;19;24;23;32;51;58;63;17;14;10;2;1;1;8;7;2;3;4;376
Rs-Rodeio Bonito;39;32;34;26;31;29;31;43;25;64;80;61;46;62;42;41;27;51;52;83;899
Rs-Rolador;0;0;0;14;30;36;0;64;0;0;0;0;0;0;0;0;0;0;0;0;144
Rs-Rolante;14;11;12;118;107;184;16;40;34;37;32;51;44;50;50;45;48;44;57;65;1059
Rs-Ronda Alta;4;4;3;4;8;18;24;32;19;11;4;8;3;4;6;6;12;14;7;8;199
Rs-Rondinha;7;8;9;9;8;10;13;6;19;11;15;4;11;0;0;0;2;1;0;11;144
Rs-Roque Gonzales;3;6;5;0;4;3;3;7;4;0;7;9;12;11;14;9;7;6;10;3;123
Rs-Rosario do Sul;59;62;41;57;39;56;84;107;149;132;85;126;60;90;73;51;54;56;68;36;1485
Rs-Sagrada Familia;0;0;0;0;0;4;6;7;4;2;4;0;0;0;0;0;2;0;0;0;29
Rs-Saldanha Marinho;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;9;7;3;1;2;26
Rs-Salto do Jacui;12;19;16;13;31;29;23;27;16;32;53;35;10;12;4;1;6;8;12;50;409
Rs-Salvador das Missoes;3;0;0;20;23;9;25;15;12;33;32;33;13;6;10;2;0;0;0;3;239
Rs-Salvador do Sul;345;338;253;265;291;100;346;241;465;272;408;147;94;81;62;61;77;183;86;103;4218
Rs-Sananduva;64;57;60;62;64;72;90;115;112;105;91;66;84;46;28;54;70;41;59;40;1380
Rs-Santa Barbara do Sul;37;123;73;28;28;41;40;33;36;32;23;17;17;8;8;4;1;5;8;66;628
Rs-Santa Cecilia do Sul;0;0;3;3;3;3;1;1;1;1;0;0;8;0;1;0;1;0;0;0;26
Rs-Santa Clara do Sul;155;133;140;141;144;137;170;233;201;187;203;126;100;115;93;69;69;62;62;48;2588
Rs-Santa Cruz do Sul;2146;1980;2123;2112;2035;1598;1820;1994;2309;2220;2246;2026;1602;1607;1319;1346;1360;1403;1511;1435;36192
Rs-Santa Maria;2610;2638;2571;2558;2783;2663;2916;3274;3275;3696;3451;3297;2691;2834;2404;2268;1941;2032;2176;2474;54552
Rs-Santa Maria do Herval;111;95;64;52;65;53;98;100;115;51;38;38;36;1;17;34;33;0;0;0;1001
Rs-Santa Margarida do Sul;0;0;0;5;5;0;0;2;0;0;0;0;5;0;0;0;5;0;7;0;29
Rs-Santana da Boa Vista;11;0;0;2;0;0;0;1;0;1;0;0;0;0;0;5;0;0;0;0;20
Rs-Sant Ana do Livramento;277;230;145;108;199;273;287;296;212;223;196;298;130;154;109;64;91;90;116;136;3634
Rs-Santa Rosa;1923;1610;1432;1407;1460;1408;1443;1381;1201;1510;1455;983;773;882;623;547;367;478;350;365;21598
Rs-Santa Tereza;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
Rs-Santa Vitoria do Palmar;52;40;73;63;81;111;353;253;161;157;150;143;150;89;73;31;37;61;90;67;2235
Rs-Santiago;437;310;327;381;431;503;447;480;543;493;466;440;372;378;279;271;280;214;213;339;7604
Rs-Santo Angelo;901;898;1021;989;870;800;867;942;920;994;971;867;429;495;580;349;262;228;267;278;13928
Rs-Santo Antonio do Palma;3;2;0;0;1;2;2;2;5;22;8;17;0;0;0;0;8;4;11;7;94
Rs-Santo Antonio da Patrulha;158;187;141;130;317;368;381;393;344;247;199;330;336;373;368;383;351;241;230;359;5836
Rs-Santo Antonio das Missoes;7;1;3;1;1;2;0;1;1;3;1;0;2;8;4;1;1;7;7;11;62
Rs-Santo Antonio do Planalto;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;8
Rs-Santo Augusto;25;15;33;17;30;22;34;62;54;54;51;39;60;65;44;56;13;22;12;41;749
Rs-Santo Cristo;49;39;40;33;57;60;65;73;52;57;60;375;569;570;512;445;365;370;251;328;4370
Rs-Santo Expedito do Sul;2;8;2;3;0;0;0;1;1;0;0;0;0;0;0;0;0;6;4;0;27
Rs-Sao Borja;915;823;934;405;212;224;333;441;354;348;325;324;245;309;232;245;159;120;135;110;7193
Rs-Sao Domingos do Sul;24;6;24;28;10;29;33;16;9;11;40;20;14;36;9;10;23;42;22;45;451
Rs-Sao Francisco de Assis;9;19;11;18;20;35;39;44;52;27;37;18;4;10;6;14;4;18;125;10;520
Rs-Sao Francisco de Paula;41;37;44;37;37;50;36;49;30;36;50;35;20;28;20;27;28;40;50;51;746
Rs-Sao Gabriel;110;124;63;46;49;91;177;167;153;178;109;178;107;110;123;27;357;363;207;109;2848
Rs-Sao Jeronimo;50;42;51;45;48;69;58;61;41;38;46;32;17;16;21;22;24;14;22;22;739
Rs-Sao Joao da Urtiga;6;9;12;14;3;2;2;8;2;3;2;3;3;3;1;3;4;4;2;0;86
Rs-Sao Joao do Polesine;35;49;7;5;4;4;3;2;4;24;20;25;21;16;9;14;4;6;8;5;265
Rs-Sao Jorge;3;4;11;11;12;21;22;16;14;9;7;5;5;3;2;0;2;2;2;0;151
Rs-Sao Jose das Missoes;3;3;2;4;2;5;2;2;0;2;2;0;0;0;0;0;1;0;0;0;28
Rs-Sao Jose do Herval;0;0;0;0;1;1;1;1;2;1;3;0;8;0;0;0;5;2;2;4;31
Rs-Sao Jose do Hortencio;12;6;3;6;3;1;2;12;13;22;13;16;14;13;9;12;4;3;4;3;171
Rs-Sao Jose do Inhacora;2;4;3;1;0;3;0;0;1;10;7;2;0;0;0;0;2;3;4;0;42
Rs-Sao Jose do Norte;22;29;35;50;62;48;63;77;46;49;40;45;33;38;24;42;39;79;31;65;917
Rs-Sao Jose do Ouro;53;37;25;8;22;22;17;14;10;13;25;27;15;0;0;0;3;9;3;3;306
Rs-Sao Jose do Sul;9;4;4;4;19;7;14;35;40;54;36;29;35;25;30;16;28;72;36;7;504
Rs-Sao Jose dos Ausentes;0;1;3;11;12;12;8;48;122;80;14;22;59;74;18;18;1;1;1;15;520
Rs-Sao Leopoldo;3700;4476;4067;1962;1937;1930;2157;2411;1953;1993;2596;3002;1649;1598;1168;1259;916;1050;888;1027;41739
Rs-Sao Lourenco do Sul;38;42;39;101;86;83;61;229;88;131;138;147;96;94;56;60;68;68;77;41;1743
Rs-Sao Luiz Gonzaga;118;133;80;51;74;72;104;95;194;173;212;135;154;155;185;198;264;331;272;140;3140
Rs-Sao Marcos;82;62;61;89;68;82;108;116;150;135;131;149;144;43;21;18;13;24;25;42;1563
Rs-Sao Martinho;6;5;6;5;3;9;7;1;2;1;0;22;7;7;1;3;3;16;11;6;121
Rs-Sao Martinho da Serra;1;1;2;7;7;11;32;27;1;0;0;0;1;0;0;52;12;5;2;4;165
Rs-Sao Miguel das Missoes;20;15;4;4;8;7;8;9;6;8;4;10;5;1;4;0;5;1;2;7;128
Rs-Sao Nicolau;0;0;0;0;0;0;0;0;1;2;3;0;0;2;0;0;0;0;0;0;8
Rs-Sao Paulo das Missoes;34;40;49;64;76;44;55;60;60;78;64;67;54;62;48;51;8;4;3;5;926
Rs-Sao Pedro da Serra;20;27;2;3;2;1;2;4;4;5;1;3;2;1;1;1;0;0;0;3;82
Rs-Sao Pedro das Missoes;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
Rs-Sao Pedro do Butia;18;28;1;2;0;2;6;4;2;0;2;3;2;2;2;0;5;2;0;8;89
Rs-Sao Pedro do Sul;73;89;84;45;76;45;45;58;100;107;351;313;284;281;294;286;242;247;166;155;3341
Rs-Sao Sebastiao do Cai;54;60;48;105;51;129;50;72;85;114;90;102;100;75;61;42;33;23;65;89;1448
Rs-Sao Sepe;70;75;82;100;96;70;51;70;90;68;79;322;327;279;213;243;215;189;144;130;2913
Rs-Sao Valentim;5;7;7;5;9;12;16;32;27;51;48;63;35;24;16;10;7;8;0;0;382
Rs-Sao Valentim do Sul;3;5;3;0;0;0;0;0;6;0;9;6;0;0;0;0;0;0;0;0;32
Rs-Sao Valerio do Sul;1;0;0;0;0;0;0;0;0;0;0;0;12;0;0;2;0;2;1;0;18
Rs-Sao Vendelino;73;116;110;83;63;54;63;36;44;62;136;107;35;126;32;24;16;25;0;0;1205
Rs-Sao Vicente do Sul;20;9;11;12;15;7;10;8;3;26;9;37;10;22;3;1;20;7;5;9;244
Rs-Sapiranga;174;162;202;790;957;960;371;291;319;375;307;398;167;315;120;120;100;191;197;138;6654
Rs-Sapucaia do Sul;1864;1911;1793;2100;2047;1747;2168;2363;2523;2229;2432;2093;1406;1798;1359;1329;708;702;1163;1153;34888
Rs-Sarandi;260;278;240;214;233;300;364;416;369;512;631;550;326;257;328;279;249;278;111;123;6318
Rs-Seberi;48;47;42;43;42;54;58;51;79;132;46;79;14;17;20;10;14;4;2;6;808
Rs-Sede Nova;9;2;10;6;8;15;28;9;19;28;29;31;24;0;0;0;25;13;14;17;287
Rs-Segredo;3;4;5;4;4;2;20;11;1;3;0;6;0;6;10;0;6;0;1;2;88
Rs-Selbach;2;0;0;1;11;10;11;6;1;4;3;13;7;11;5;2;3;6;7;10;113
Rs-Senador Salgado Filho;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;4
Rs-Sentinela do Sul;2;2;2;3;5;5;6;100;123;4;0;2;3;0;0;0;0;0;0;0;257
Rs-Serafina Correa;162;141;149;252;259;251;299;308;181;181;164;111;120;89;74;65;85;75;63;66;3095
Rs-Serio;2;3;12;3;4;9;8;7;8;8;4;7;2;2;2;3;6;0;0;0;90
Rs-Sertao;8;9;9;7;9;1;9;10;13;1;0;0;0;0;0;0;2;7;13;12;110
Rs-Sertao Santana;0;1;1;1;2;7;8;0;0;0;10;2;0;0;0;0;0;2;0;0;34
Rs-Sete de Setembro;0;0;0;0;0;2;1;1;4;6;4;13;0;3;0;0;1;2;1;10;48
Rs-Severiano de Almeida;1;2;4;4;0;6;8;7;12;0;0;0;0;0;0;0;0;0;0;0;44
Rs-Silveira Martins;0;0;0;1;0;0;0;0;1;1;0;1;2;1;0;0;0;4;0;0;11
Rs-Sinimbu;7;7;12;16;10;13;11;11;5;0;3;0;0;0;0;0;0;0;0;0;95
Rs-Sobradinho;141;98;60;36;24;36;67;61;95;64;256;109;53;64;65;72;78;36;63;35;1513
Rs-Soledade;182;175;163;151;159;150;168;207;255;229;218;290;177;126;137;145;156;74;108;67;3337
Rs-Tabai;20;36;11;6;0;1;0;13;11;14;14;15;0;1;0;0;0;1;1;9;153
Rs-Tapejara;179;166;168;157;145;193;232;213;257;226;261;218;193;152;92;108;152;155;121;105;3493
Rs-Tapera;149;112;111;94;117;176;108;147;105;76;53;35;80;111;46;31;6;2;32;31;1622
Rs-Tapes;12;5;5;23;43;56;59;60;31;38;55;52;30;38;22;42;35;29;10;23;668
Rs-Taquara;165;141;140;227;219;186;242;220;319;315;279;213;133;138;98;96;91;84;82;189;3577
Rs-Taquari;156;119;127;134;108;215;205;158;114;180;129;74;36;210;75;115;43;432;434;384;3448
Rs-Taquarucu do Sul;27;28;26;21;12;18;32;44;60;1;7;14;9;8;0;9;9;9;1;5;340
Rs-Tavares;0;0;0;2;2;2;2;50;37;3;3;4;27;57;34;10;3;5;4;16;261
Rs-Tenente Portela;65;59;54;57;56;45;57;46;38;27;19;26;37;38;19;10;8;24;23;15;723
Rs-Terra de Areia;49;24;37;29;48;39;50;45;66;84;17;20;7;28;30;49;12;47;25;49;755
Rs-Teutonia;209;183;199;188;201;200;237;291;257;314;300;248;250;218;242;223;206;216;163;164;4509
Rs-Tio Hugo;4;10;4;8;2;7;9;5;9;12;10;11;8;2;3;1;0;5;9;4;123
Rs-Tiradentes do Sul;9;7;5;4;10;8;16;17;18;27;24;42;33;31;0;0;2;0;0;0;253
Rs-Toropi;0;0;0;2;6;1;11;0;5;8;5;0;3;4;0;3;0;0;0;3;51
Rs-Torres;638;539;514;479;413;411;521;497;395;454;245;287;255;189;224;153;204;172;123;81;6794
Rs-Tramandai;227;215;229;251;230;475;667;865;753;600;697;502;363;337;344;213;233;161;205;105;7672
Rs-Travesseiro;0;0;0;2;5;3;3;3;3;2;0;0;0;2;0;0;0;8;0;0;31
Rs-Tres Arroios;9;6;6;2;2;0;0;0;4;3;1;0;4;4;5;4;2;3;0;0;55
Rs-Tres Cachoeiras;48;58;106;30;42;44;49;28;74;49;37;42;14;8;42;5;9;0;0;1;686
Rs-Tres Coroas;97;77;65;75;107;106;101;111;67;83;93;47;48;49;47;40;46;65;57;53;1434
Rs-Tres de Maio;96;71;84;88;80;92;91;103;77;71;78;46;26;79;71;63;40;56;53;34;1399
Rs-Tres Forquilhas;2;5;5;1;2;1;4;4;6;5;0;0;0;0;0;0;0;0;0;0;35
Rs-Tres Palmeiras;9;17;16;13;8;8;11;19;12;5;4;7;0;2;0;3;5;2;5;7;153
Rs-Tres Passos;159;120;96;51;62;130;145;167;190;172;222;159;258;189;214;177;172;91;91;186;3051
Rs-Trindade do Sul;193;139;125;116;76;59;7;5;3;52;2;36;4;0;1;1;5;0;0;2;826
Rs-Triunfo;590;425;353;1036;1030;790;427;449;242;227;1242;230;1355;697;966;215;315;125;205;258;11177
Rs-Tucunduva;3;6;4;4;5;4;3;3;2;3;1;7;3;1;1;2;2;2;2;0;58
Rs-Tunas;4;4;9;10;0;2;11;5;0;0;0;0;0;0;0;0;0;0;0;0;45
Rs-Tupanci do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tupancireta;31;38;40;36;45;47;64;86;66;57;59;73;63;41;22;5;11;8;44;57;893
Rs-Tupandi;63;84;78;72;71;84;114;121;78;124;78;61;54;45;37;24;21;38;49;22;1318
Rs-Tuparendi;16;10;14;4;2;4;4;4;0;0;4;4;0;5;15;6;5;3;9;0;109
Rs-Turucu;8;7;6;8;9;2;2;4;1;0;15;0;3;1;0;0;0;0;0;0;66
Rs-Ubiretama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Uniao da Serra;2;1;1;1;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;10
Rs-Unistalda;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;5
Rs-Uruguaiana;612;520;516;390;419;671;491;739;847;689;581;749;449;472;415;338;283;213;226;318;9938
Rs-Vacaria;364;330;330;381;321;349;376;433;431;364;327;343;294;349;333;262;228;291;323;532;6961
Rs-Vale Verde;1;0;0;0;0;2;6;13;0;0;0;0;0;0;0;0;0;0;0;0;22
Rs-Vale do Sol;7;2;4;23;21;30;23;16;17;13;3;195;256;0;0;3;17;21;298;5;954
Rs-Vale Real;67;57;24;31;98;134;74;56;23;12;8;12;16;51;5;8;4;9;7;1;697
Rs-Vanini;0;1;0;3;0;1;4;5;2;1;0;0;0;2;0;0;0;0;2;1;22
Rs-Venancio Aires;258;218;298;343;364;327;448;459;419;346;252;312;225;276;215;210;149;165;170;223;5677
Rs-Vera Cruz;98;112;114;202;132;135;140;177;167;126;103;142;50;51;42;48;24;51;132;20;2066
Rs-Veranopolis;200;137;134;178;200;223;354;463;400;359;297;261;197;693;1892;1970;782;560;1009;788;11097
Rs-Vespasiano Correa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;3;11
Rs-Viadutos;6;5;9;14;25;31;28;13;1;1;2;2;1;1;0;0;0;4;2;4;149
Rs-Viamao;667;736;748;787;687;849;1045;1292;1174;1188;1075;951;785;696;477;487;346;343;433;384;15150
Rs-Vicente Dutra;1;0;0;1;0;0;0;0;1;1;0;2;2;0;0;0;0;1;0;0;9
Rs-Victor Graeff;1;1;2;1;4;2;0;0;2;1;0;1;0;0;0;0;0;0;74;30;119
Rs-Vila Flores;19;20;17;12;21;21;30;44;51;48;47;43;47;50;38;21;29;32;9;0;599
Rs-Vila Langaro;1;6;6;7;0;0;0;2;4;5;5;6;5;0;0;0;0;0;0;1;48
Rs-Vila Maria;144;128;113;56;88;48;52;29;42;86;70;79;99;28;22;7;0;0;0;0;1091
Rs-Vila Nova do Sul;0;0;0;0;0;17;0;0;1;1;1;5;0;1;2;2;0;0;0;0;30
Rs-Vista Alegre;2;2;5;6;10;8;0;0;0;0;0;1;2;0;0;0;0;0;0;0;36
Rs-Vista Alegre do Prata;2;2;2;2;0;1;0;2;1;3;2;0;0;0;0;0;0;0;0;0;17
Rs-Vista Gaucha;1;1;1;10;7;4;14;9;0;5;0;0;7;6;3;0;0;0;2;0;70
Rs-Vitoria das Missoes;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;0;0;0;0;0;8
Rs-Westfalia;7;3;2;1;0;0;0;0;0;2;0;0;9;5;1;2;0;1;0;3;36
Rs-Xangri-La;170;159;164;144;180;367;412;443;387;312;313;305;262;261;134;79;143;122;85;51;4493
Rs-Ignorado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ms-Agua Clara;146;172;200;252;784;1049;388;125;114;417;28;491;31;4;9;69;134;6;4;15;4438
Ms-Alcinopolis;3;3;1;1;3;0;0;3;6;1;1;326;12;3;0;0;0;0;0;0;363
Ms-Amambai;187;154;143;140;118;158;110;110;135;96;86;115;110;140;67;24;70;44;71;139;2217
Ms-Anastacio;8;4;3;3;2;1;4;32;25;9;30;18;14;0;0;14;125;1;11;2;306
Ms-Anaurilandia;12;6;7;5;37;61;43;46;58;96;153;86;64;16;16;0;4;1;5;0;716
Ms-Angelica;19;12;1;9;14;9;14;20;25;34;7;6;2;5;1;0;1;1;1;1;182
Ms-Antonio Joao;0;0;0;0;0;0;0;0;1;0;2;6;0;0;0;0;0;0;0;2;11
Ms-Aparecida do Taboado;211;87;205;371;272;380;340;377;322;196;67;268;62;44;42;87;13;18;29;26;3417
Ms-Aquidauana;75;37;35;161;140;116;89;28;24;50;20;15;32;50;28;35;11;32;62;11;1051
Ms-Aral Moreira;184;107;102;1;2;1;0;1;3;1;0;0;1;0;0;0;0;0;0;0;403
Ms-Bandeirantes;29;33;25;26;25;0;6;6;2;5;1;8;2;4;1;0;1;2;3;0;179
Ms-Bataguassu;73;45;37;29;77;48;52;81;59;69;46;216;189;21;12;15;72;13;53;120;1327
Ms-Bataypora;10;6;10;19;15;16;22;25;21;21;16;3;0;1;3;1;1;1;0;3;194
Ms-Bela Vista;6;12;14;5;4;23;25;18;12;4;0;1;6;2;0;0;9;10;16;3;170
Ms-Bodoquena;21;32;16;25;28;34;22;31;22;23;7;49;23;19;15;4;13;5;0;1;390
Ms-Bonito;67;62;65;46;54;42;18;29;23;43;89;186;19;5;4;4;7;60;2;5;830
Ms-Brasilandia;186;164;161;149;135;156;103;103;119;98;74;46;15;37;29;27;56;53;47;45;1803
Ms-Caarapo;98;74;27;48;19;85;72;68;73;47;26;36;40;17;13;18;10;33;0;3;807
Ms-Camapua;16;15;32;29;48;37;50;1;10;8;7;0;0;4;6;4;4;0;13;0;284
Ms-Campo Grande;12534;11735;11949;12624;12885;14376;16587;20108;21338;21520;21847;18445;16936;17237;14489;10962;11468;10742;9178;9464;296424
Ms-Caracol;0;0;8;0;10;10;4;7;4;2;2;1;0;0;0;0;0;0;0;0;48
Ms-Cassilandia;38;25;8;5;6;5;27;58;59;17;13;974;8;10;52;121;6;14;8;14;1468
Ms-Chapadao do Sul;231;304;159;98;114;117;201;241;198;190;416;157;64;172;566;64;44;59;73;512;3980
Ms-Corguinho;10;10;12;13;13;15;32;0;13;7;12;8;3;8;67;3;0;0;3;0;229
Ms-Coronel Sapucaia;19;10;10;10;6;23;17;21;24;8;3;8;7;12;33;20;10;5;15;9;270
Ms-Corumba;615;178;178;278;321;249;326;259;320;1069;1017;744;864;588;581;478;349;214;251;611;9490
Ms-Costa Rica;68;58;76;72;56;68;71;70;332;49;184;174;26;60;71;64;45;32;14;11;1601
Ms-Coxim;237;58;119;109;100;124;98;219;155;174;196;290;265;46;15;412;61;33;64;40;2815
Ms-Deodapolis;48;33;26;0;6;0;1;6;5;5;21;8;3;5;2;1;4;0;0;1;175
Ms-Dois Irmaos do Buriti;5;0;1;2;2;3;1;1;6;5;4;0;1;0;0;0;0;16;1;0;48
Ms-Douradina;0;0;0;1;2;4;5;6;1;1;1;1;0;0;0;1;0;0;0;0;23
Ms-Dourados;1648;1451;1472;1524;1672;1710;1914;2723;2138;2089;1736;1670;1329;1002;868;722;868;1104;823;735;29198
Ms-Eldorado;108;84;59;48;47;30;36;36;3;8;0;25;1;12;6;58;0;5;5;0;571
Ms-Fatima do Sul;35;27;17;45;20;19;20;36;30;22;68;80;38;33;40;34;72;83;17;3;739
Ms-Figueirao;2;1;0;1;0;2;4;4;2;0;0;0;0;0;0;0;0;0;0;0;16
Ms-Gloria de Dourados;2;4;5;10;14;12;7;7;2;4;4;3;5;11;0;0;1;1;1;0;93
Ms-Guia Lopes da Laguna;20;15;4;36;17;6;2;2;6;3;0;0;0;0;0;0;0;0;0;0;111
Ms-Iguatemi;38;20;9;7;9;9;13;56;68;75;90;67;70;65;9;0;0;3;0;0;608
Ms-Inocencia;50;35;36;32;34;32;21;13;26;69;82;100;0;0;2;2;0;0;0;0;534
Ms-Itapora;113;107;105;96;126;8;14;12;10;130;97;152;99;23;18;16;11;9;45;12;1203
Ms-Itaquirai;26;39;24;22;16;31;21;48;39;23;25;10;14;8;0;0;1;1;7;6;361
Ms-Ivinhema;85;82;128;130;112;39;58;77;54;33;24;22;28;9;8;7;11;8;10;3;928
Ms-Japora;1;1;4;3;2;2;2;2;0;0;0;0;0;0;0;0;0;19;20;0;56
Ms-Jaraguari;12;10;13;9;2;4;8;1;1;0;48;0;0;0;0;10;3;3;4;17;145
Ms-Jardim;31;16;33;40;50;28;22;30;27;16;23;24;20;33;44;35;38;54;18;21;603
Ms-Jatei;0;15;27;46;39;0;0;0;0;0;0;0;0;17;3;1;6;0;0;0;154
Ms-Juti;1;3;6;0;11;8;0;4;143;1;6;0;5;0;0;0;1;1;1;2;193
Ms-Ladario;1;2;2;3;8;23;23;35;25;23;46;28;18;18;2;3;38;12;5;5;320
Ms-Laguna Carapa;12;24;13;11;1;10;0;0;0;2;0;4;0;0;1;1;1;0;1;3;84
Ms-Maracaju;195;193;260;227;301;300;268;211;158;137;66;84;78;45;68;3;32;83;70;87;2866
Ms-Miranda;54;23;40;44;41;53;59;96;50;28;23;71;91;40;73;113;32;25;90;13;1059
Ms-Mundo Novo;12;13;9;6;11;120;20;14;11;13;9;6;6;6;15;3;3;26;0;0;303
Ms-Navirai;317;247;232;251;392;545;570;651;431;422;334;451;292;316;241;79;186;134;192;141;6424
Ms-Nioaque;3;4;8;14;22;18;18;9;2;3;6;15;0;3;0;0;2;1;3;0;131
Ms-Nova Alvorada do Sul;30;29;26;17;20;20;33;35;58;44;45;196;150;204;108;70;138;71;66;36;1396
Ms-Nova Andradina;284;248;194;208;222;163;121;139;153;224;302;267;293;148;47;16;8;25;28;42;3132
Ms-Novo Horizonte do Sul;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Ms-Paraiso das Aguas;10;6;5;12;12;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;53
Ms-Paranaiba;163;215;208;185;134;114;119;180;119;68;147;157;169;181;61;151;6;2;32;10;2421
Ms-Paranhos;0;1;6;7;4;1;3;11;2;0;1;0;0;0;0;0;0;0;0;0;36
Ms-Pedro Gomes;1;1;0;1;0;5;0;2;0;1;3;2;4;0;0;0;3;2;0;0;25
Ms-Ponta Pora;326;287;372;300;321;184;310;293;265;190;152;163;88;104;168;56;57;72;54;35;3797
Ms-Porto Murtinho;1;1;2;6;1;11;1;25;2;0;6;14;18;3;0;0;0;11;33;26;161
Ms-Ribas do Rio Pardo;202;13;11;15;5;6;12;16;21;21;33;36;42;11;20;87;249;210;18;1;1029
Ms-Rio Brilhante;72;41;48;131;139;130;123;164;95;97;91;94;55;58;59;57;53;62;109;42;1720
Ms-Rio Negro;1;5;1;2;0;0;1;0;0;0;2;4;3;2;1;0;0;4;0;1;27
Ms-Rio Verde de Mato Grosso;34;59;248;50;44;62;42;33;48;18;16;11;9;3;0;1;1;6;2;2;689
Ms-Rochedo;7;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;12
Ms-Santa Rita do Pardo;7;5;6;3;2;2;0;0;0;2;0;0;0;0;0;0;0;0;4;0;31
Ms-Sao Gabriel do Oeste;110;82;79;109;94;344;210;274;69;39;29;12;26;128;127;234;222;40;35;40;2303
Ms-Sete Quedas;2;2;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;14
Ms-Selviria;10;5;5;96;28;2;3;2;2;4;1;3;1;0;0;0;0;50;0;0;212
Ms-Sidrolandia;144;172;132;105;115;163;178;210;193;103;57;61;62;45;36;57;15;59;28;7;1942
Ms-Sonora;48;71;42;44;52;16;19;24;20;29;18;32;34;563;15;7;4;5;3;73;1119
Ms-Tacuru;1;2;3;3;1;4;3;4;1;2;1;7;84;29;0;0;6;7;0;3;161
Ms-Taquarussu;5;2;2;2;2;0;1;0;0;0;0;0;1;29;0;0;2;1;2;0;49
Ms-Terenos;78;102;153;53;82;109;46;21;60;30;113;74;57;32;14;8;12;19;19;24;1106
Ms-Tres Lagoas;1480;1428;1420;1095;2612;4334;1975;1701;9357;4393;3014;1065;793;2829;2838;266;273;162;327;492;41854
Ms-Vicentina;10;5;13;3;0;0;0;7;17;16;2;11;17;26;4;0;0;0;0;0;131
Ms-Ignorado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mt-Acorizal;10;7;13;1;4;7;15;3;21;3;5;2;0;0;0;4;0;0;0;0;95
Mt-Agua Boa;85;77;92;193;176;143;201;155;153;168;105;65;58;68;41;29;88;41;132;19;2089
Mt-Alta Floresta;354;230;201;162;172;224;584;422;219;211;152;745;101;60;35;21;15;37;33;45;4023
Mt-Alto Araguaia;26;37;66;58;35;25;47;29;27;19;12;11;6;7;14;8;6;12;128;229;802
Mt-Alto Boa Vista;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mt-Alto Garcas;24;8;5;3;9;9;15;17;1;9;14;59;14;2;240;0;2;1;0;9;441
Mt-Alto Paraguai;0;5;23;23;3;1;3;6;4;0;0;0;0;0;0;0;9;7;0;0;84
Mt-Alto Taquari;13;24;11;3;3;17;46;28;27;31;35;15;22;11;4;6;6;3;6;7;318
