Coluna;Ano
Município;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;Total
Pa-Picarra;1;1;8;5;2;4;14;4;1;1;1;5;1;1;2;0;4;5;8;0;68
Pa-Placas;0;0;0;0;1;3;74;224;25;0;0;0;0;0;0;0;0;0;0;0;327
Pa-Ponta de Pedras;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4
Pa-Portel;3;4;3;1;7;7;2;53;1;24;0;0;0;0;0;0;0;0;0;0;105
Pa-Porto de Moz;3;3;1;2;4;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;18
Pa-Prainha;6;0;0;0;0;0;0;2;50;8;0;0;0;0;0;0;0;0;0;0;66
Pa-Primavera;20;14;32;8;11;0;7;6;0;0;0;0;0;0;0;2;0;0;0;0;100
Pa-Quatipuru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5
Pa-Redencao;689;581;453;596;1264;955;587;1327;1140;737;712;728;584;565;294;279;98;96;65;41;11791
Pa-Rio Maria;55;82;32;28;20;30;38;89;124;70;37;44;31;0;79;0;0;0;0;0;759
Pa-Rondon do Para;6;9;8;17;21;25;87;225;60;50;38;139;117;0;0;3;5;4;0;0;814
Pa-Ruropolis;2;3;5;15;74;183;84;166;31;30;6;4;0;58;0;0;0;3;2;10;676
Pa-Salinopolis;542;547;493;294;179;1;39;4;8;1;13;7;29;35;39;32;230;20;17;52;2582
Pa-Salvaterra;14;2;15;12;8;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;65
Pa-Santa Barbara do Para;82;78;57;6;45;70;59;96;105;100;54;52;88;31;58;45;1;3;55;149;1234
Pa-Santa Cruz do Arari;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Pa-Santa Izabel do Para;81;40;40;65;76;54;94;49;46;277;59;13;18;14;23;36;1;12;7;8;1013
Pa-Santa Luzia do Para;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;12;12;32
Pa-Santa Maria das Barreiras;0;4;0;0;0;32;10;4;25;0;0;0;0;0;0;0;0;0;0;0;75
Pa-Santa Maria do Para;10;30;18;10;3;2;2;1;1;8;10;5;0;1;0;3;0;0;0;0;104
Pa-Santana do Araguaia;206;562;641;59;20;13;45;60;36;6;15;44;47;24;32;31;14;31;7;41;1934
Pa-Santarem;1521;1985;1547;1176;1321;1186;1842;2957;3048;1773;1828;1342;1648;2021;1336;1283;908;710;564;455;30451
Pa-Santarem Novo;0;0;0;0;0;0;0;0;12;21;0;0;0;0;0;0;0;1;26;4;64
Pa-Santo Antonio do Taua;17;6;0;2;2;2;6;20;15;0;15;1;0;0;0;0;0;0;0;0;86
Pa-Sao Caetano de Odivelas;1;1;1;18;0;0;0;0;8;18;0;0;0;0;0;0;0;0;0;0;47
Pa-Sao Domingos do Araguaia;0;0;0;19;41;30;37;70;122;4;1;0;1;0;0;0;0;0;0;3;328
Pa-Sao Domingos do Capim;21;4;0;0;135;0;0;5;1;0;0;0;1;1;1;1;3;0;0;0;173
Pa-Sao Felix do Xingu;14;11;12;14;23;39;31;21;7;11;65;20;51;43;3;1;0;7;0;0;373
Pa-Sao Francisco do Para;5;0;0;0;0;3;1;0;0;0;0;0;0;5;20;0;0;0;0;0;34
Pa-Sao Geraldo do Araguaia;13;19;15;12;6;6;7;8;3;6;17;10;9;0;32;1;2;0;0;0;166
Pa-Sao Joao da Ponta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pa-Sao Joao de Pirabas;11;4;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;21
Pa-Sao Joao do Araguaia;0;0;1;0;0;0;4;7;4;0;0;0;0;3;0;0;0;0;0;0;19
Pa-Sao Miguel do Guama;6;11;24;8;5;18;64;49;10;10;5;3;33;119;79;54;40;2;0;16;556
Pa-Sao Sebastiao da Boa Vista;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3
Pa-Sapucaia;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;5
Pa-Senador Jose Porfirio;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
Pa-Soure;0;0;0;0;0;1;30;27;5;1;0;4;2;0;9;9;1;0;0;2;91
Pa-Tailandia;330;254;282;191;203;184;465;1062;598;211;134;146;35;14;11;4;0;62;0;43;4229
Pa-Terra Alta;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;0;0;9
Pa-Terra Santa;72;109;61;53;27;0;3;5;13;8;7;2;0;1;0;0;0;0;0;0;361
Pa-Tome-Acu;196;55;27;64;76;102;204;131;51;526;219;461;26;22;25;4;3;0;5;0;2197
Pa-Tracuateua;4;6;3;5;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
Pa-Trairao;4;4;1;92;5;63;31;14;5;4;1;0;1;0;0;0;0;0;0;0;225
Pa-Tucuma;131;119;91;66;69;145;135;105;145;163;162;53;97;17;17;156;3;5;6;75;1760
Pa-Tucurui;89;143;84;94;137;203;188;269;249;377;852;1212;2682;5012;4423;1157;1410;2842;1916;3536;26875
Pa-Ulianopolis;80;31;72;41;50;27;39;63;6;2;1;3;3;1;2;9;12;4;10;0;456
Pa-Uruara;36;15;10;22;18;23;124;55;16;9;2;9;4;11;0;0;0;0;0;0;354
Pa-Vigia;1;2;0;24;6;82;189;182;42;0;0;0;0;0;0;0;7;6;0;0;541
Pa-Viseu;0;1;1;1;2;13;17;10;0;1;0;1;0;0;0;0;6;0;10;0;63
Pa-Vitoria do Xingu;28;26;85;2021;785;2355;3311;1019;87;9;9;0;0;0;0;0;0;0;0;0;9735
Pa-Xinguara;70;48;47;217;85;160;184;120;107;245;74;159;165;237;266;21;199;16;70;39;2529
Pa-Ignorado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ap-Serra do Navio;0;0;2;2;0;0;0;2;0;0;0;0;0;15;47;0;2;1;0;0;71
Ap-Amapa;0;2;0;16;29;0;0;27;0;53;0;0;0;0;0;0;197;3;0;0;327
Ap-Pedra Branca do Amapari;759;656;693;540;226;5;52;7;107;146;135;0;19;14;617;10;0;649;0;0;4635
Ap-Calcoene;0;1;0;10;0;1;0;0;34;66;100;50;0;0;3;2;0;0;0;0;267
Ap-Cutias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ap-Ferreira Gomes;0;0;0;16;17;40;1435;2490;478;2;19;22;0;5;6;0;0;0;0;0;4530
Ap-Itaubal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ap-Laranjal do Jari;103;32;116;112;54;36;90;248;376;272;169;81;74;35;58;37;50;47;18;19;2027
Ap-Macapa;3719;3177;3544;4319;3540;4339;3580;5291;5589;5278;5383;4132;3253;2802;2717;2163;2142;1448;2075;2535;71026
Ap-Mazagao;28;47;9;14;42;22;13;14;3;3;0;0;6;11;0;0;0;0;0;0;212
Ap-Oiapoque;0;0;0;10;15;1;1;0;1;17;8;37;71;4;11;71;173;364;0;0;784
Ap-Porto Grande;43;74;89;115;90;123;164;62;45;97;58;17;15;32;20;4;0;0;35;0;1083
Ap-Pracuuba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ap-Santana;325;171;157;246;288;443;608;653;471;404;536;231;174;130;376;246;182;164;220;290;6315
Ap-Tartarugalzinho;0;0;9;21;17;7;2;3;178;18;14;34;66;204;202;21;73;250;44;0;1163
Ap-Vitoria do Jari;26;21;42;60;31;39;14;29;38;10;32;14;27;5;27;17;22;36;2;0;492
Ap-Ignorado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Abreulandia;0;1;0;0;0;15;0;33;36;0;0;0;0;0;0;0;0;0;0;0;85
To-Aguiarnopolis;5;0;3;3;1;3;10;22;16;8;31;16;5;11;9;4;0;5;172;108;432
To-Alianca do Tocantins;3;6;14;0;5;7;14;46;45;26;24;4;0;3;1;2;0;0;0;0;200
To-Almas;13;0;0;0;0;1;0;0;5;9;3;1;2;0;0;0;0;0;0;1;35
To-Alvorada;27;21;16;38;32;15;18;127;70;48;33;352;258;1;14;45;57;6;3;11;1192
To-Ananas;0;0;0;0;0;0;0;0;4;1;0;1;0;0;22;12;49;20;40;9;158
To-Angico;0;0;0;0;0;0;3;0;0;0;0;46;82;0;0;4;0;0;0;0;135
To-Aparecida do Rio Negro;0;0;0;3;5;6;6;6;3;12;0;0;0;0;0;7;82;2;5;0;137
To-Aragominas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;8;8;22
To-Araguacema;0;4;0;0;0;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;23
To-Araguacu;0;2;5;0;0;0;0;1;9;28;30;84;57;1;0;37;3;3;6;0;266
To-Araguaina;1094;1245;1325;1599;1558;1424;2070;2509;2046;1806;1513;1318;1124;1345;983;724;853;634;532;467;26169
To-Araguana;0;1;1;1;1;1;1;154;1;1;1;2;8;14;2;2;0;0;0;0;191
To-Araguatins;43;9;44;47;57;45;32;45;115;129;36;51;310;36;4;1;17;6;2;59;1088
To-Arapoema;2237;2760;211;1705;5;1;0;0;9;6;0;0;2;9;37;0;6;0;1;6;6995
To-Arraias;3;0;0;0;0;0;0;8;24;1;1252;0;6;237;0;5;9;8;0;0;1553
To-Augustinopolis;12;13;12;38;176;29;41;21;36;29;24;15;1;4;6;1;1;0;0;4;463
To-Aurora do Tocantins;3;8;6;6;6;8;15;0;0;0;0;0;0;0;0;0;0;0;0;0;52
To-Axixa do Tocantins;0;0;2;2;2;1;1;0;3;0;0;0;0;0;2;0;0;4;0;1;18
To-Babaculandia;0;0;0;0;0;0;0;0;0;17;34;48;414;502;381;0;0;176;0;1;1573
To-Bandeirantes do Tocantins;0;0;1;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;10
To-Barra do Ouro;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;20;25
To-Barrolandia;9;11;10;0;0;0;2;1;0;1;7;13;13;0;0;0;0;1;13;0;81
To-Bernardo Sayao;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;6;0;0;1;0;11
To-Bom Jesus do Tocantins;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
To-Brasilandia do Tocantins;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;1;1;13
To-Brejinho de Nazare;0;1;0;0;3;1;4;6;0;0;9;8;6;33;52;17;22;3;4;0;169
To-Buriti do Tocantins;0;0;0;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;9
To-Cachoeirinha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Campos Lindos;0;5;7;0;0;1;8;1;7;0;0;0;0;0;0;2;1;81;1;104;218
To-Cariri do Tocantins;51;34;32;44;18;10;4;1;13;86;13;3;1;0;0;11;26;0;0;0;347
To-Carmolandia;0;2;2;2;0;0;0;0;1;0;0;0;0;14;98;0;3;3;3;3;131
To-Carrasco Bonito;0;0;0;1;2;0;0;0;0;0;0;0;0;1;2;1;2;3;0;0;12
To-Caseara;0;0;51;37;50;45;31;89;73;55;17;0;0;0;0;0;16;0;0;0;464
To-Centenario;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Chapada de Areia;0;0;0;5;28;5;5;5;3;5;6;5;4;1;0;0;0;0;0;0;72
To-Chapada da Natividade;0;0;0;0;0;0;0;0;0;2;0;0;9;15;0;0;0;0;0;0;26
To-Colinas do Tocantins;166;97;118;102;98;59;80;168;117;81;144;220;234;56;43;32;62;14;31;2;1924
To-Combinado;0;0;1;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;16
To-Conceicao do Tocantins;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;47;3;5;6;64
To-Couto Magalhaes;41;35;53;0;0;1;3;3;3;0;0;0;3;0;0;0;0;0;0;0;142
To-Cristalandia;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;3
To-Crixas do Tocantins;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;3
To-Darcinopolis;0;2;4;5;7;12;37;30;0;0;3;0;6;0;0;0;0;0;1;1;108
To-Dianopolis;39;36;27;52;13;25;10;20;32;25;50;64;37;188;933;42;104;42;136;151;2026
To-Divinopolis do Tocantins;26;1;1;7;1;0;0;0;4;0;20;0;5;5;0;0;0;22;20;8;120
To-Dois Irmaos do Tocantins;0;0;0;0;0;0;0;0;0;0;0;17;18;51;43;4;0;0;0;0;133
To-Duere;0;0;0;0;6;16;9;0;0;0;0;0;0;0;0;0;0;0;0;0;31
To-Esperantina;0;0;0;0;0;0;0;14;2;48;1;0;0;0;0;0;9;0;0;0;74
To-Fatima;12;10;32;5;9;0;0;0;0;0;10;0;2;7;0;0;0;0;0;0;87
To-Figueiropolis;2;0;0;49;75;0;0;6;0;0;0;0;0;1;0;0;1;8;0;2;144
To-Filadelfia;0;0;0;0;0;0;3;9;20;18;1;1;3;0;0;0;0;0;0;0;55
To-Formoso do Araguaia;19;18;8;20;73;140;25;4;1;0;9;9;4;6;0;1;17;3;5;5;367
To-Fortaleza do Tabocao;2;21;0;2;3;3;3;2;1;3;12;7;29;5;9;0;16;2;2;6;128
To-Goianorte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Goiatins;2;0;2;2;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;5;17
To-Guarai;14;10;26;33;101;62;91;79;61;52;220;128;417;346;659;7;4;27;96;21;2454
To-Gurupi;124;141;155;169;573;752;368;479;698;801;1431;2032;609;593;489;286;353;293;244;192;10782
To-Ipueiras;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5
To-Itacaja;0;2;2;5;2;2;3;9;2;2;2;4;3;4;21;1;0;13;0;0;77
To-Itaguatins;0;0;0;0;0;0;0;0;0;0;22;2;2;2;2;2;4;4;6;0;46
To-Itapiratins;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;9;0;0;0;13
To-Itapora do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Jau do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
To-Juarina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
To-Lagoa da Confusao;48;14;3;6;24;30;16;29;23;20;8;11;13;8;5;10;22;0;9;22;321
To-Lagoa do Tocantins;0;0;0;0;0;0;0;0;0;0;15;1;0;0;3;0;0;0;0;13;32
To-Lajeado;20;38;42;52;68;69;110;78;63;60;26;30;50;54;44;70;72;96;55;88;1185
To-Lavandeira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;11;0;0;0;0;26
To-Lizarda;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
To-Luzinopolis;0;0;0;0;8;9;8;11;111;0;0;0;0;0;0;0;0;0;0;0;147
To-Marianopolis do Tocantins;19;10;23;18;4;3;8;7;0;0;0;0;0;0;5;0;0;0;17;24;138
To-Mateiros;2;9;0;0;0;0;0;0;0;0;0;0;4;20;0;0;0;0;0;0;35
To-Maurilandia do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
To-Miracema do Tocantins;301;76;67;53;48;17;42;106;84;91;259;553;810;518;32;12;39;11;48;162;3329
To-Miranorte;4;6;4;18;29;14;15;14;12;34;45;26;55;65;62;66;137;43;99;84;832
To-Monte do Carmo;26;25;211;301;306;308;65;18;12;1;1;0;0;0;0;3;1;0;2;6;1286
To-Monte Santo do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;7
To-Palmeiras do Tocantins;20;0;7;17;6;10;1;9;92;57;5;10;22;11;0;0;0;0;0;1;268
To-Muricilandia;0;0;0;0;0;0;0;0;1;1;3;0;7;0;2;2;0;0;0;0;16
To-Natividade;7;9;8;18;10;14;1;5;4;25;23;1;25;15;0;9;0;0;0;5;179
To-Nazare;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Nova Olinda;0;1;3;0;0;1;6;6;1;0;3;3;3;10;59;4;0;0;0;0;100
To-Nova Rosalandia;1;0;3;0;0;14;0;0;3;26;0;0;0;3;0;0;0;0;0;0;50
To-Novo Acordo;0;0;0;0;3;2;0;3;15;26;44;6;23;24;15;2;0;7;2;1;173
To-Novo Alegre;0;0;1;2;3;7;6;0;2;3;1;0;0;0;0;0;0;0;0;0;25
To-Novo Jardim;25;12;1;0;0;0;0;0;0;0;5;6;4;0;0;0;0;0;0;0;53
To-Oliveira de Fatima;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;1;1;0;0;0;8
To-Palmeirante;0;0;0;0;0;0;0;0;0;0;1;0;0;172;1008;0;27;30;9;46;1293
To-Palmeiropolis;9;1;1;0;0;1;0;1;0;6;4;10;21;45;8;6;56;47;41;154;411
To-Paraiso do Tocantins;608;600;629;497;626;1996;549;496;509;669;739;569;523;435;210;186;204;202;247;202;10696
To-Parana;6;11;18;6;1;1;0;4;1;16;0;0;0;0;8;0;0;1;0;0;73
To-Pau D Arco;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;6
To-Pedro Afonso;30;26;39;30;21;18;3;4;2;8;34;53;26;29;32;0;0;6;8;97;466
To-Peixe;7;1;1;8;1;5;10;24;41;6;8;35;72;115;5;56;1367;3511;1640;204;7117
To-Pequizeiro;0;0;0;0;0;5;21;30;6;0;0;0;0;0;0;1;0;0;0;0;63
To-Colmeia;0;1;1;1;1;5;5;14;32;26;4;7;0;0;0;0;0;2;0;0;99
To-Pindorama do Tocantins;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;5
To-Piraque;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
To-Pium;0;0;10;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;12
To-Ponte Alta do Bom Jesus;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
To-Ponte Alta do Tocantins;0;0;2;3;2;2;2;20;7;3;3;5;14;3;1;1;2;0;0;0;70
To-Porto Alegre do Tocantins;0;0;0;0;0;0;1;114;1;0;0;4;3;0;0;0;0;0;0;0;123
To-Porto Nacional;388;398;349;576;2425;351;593;611;572;956;695;1546;866;649;487;308;217;240;202;526;12955
To-Praia Norte;0;0;0;0;22;0;0;45;19;51;0;0;4;0;0;6;0;0;0;0;147
To-Presidente Kennedy;0;0;0;0;1;4;9;10;50;8;0;33;16;9;81;0;6;0;0;0;227
To-Pugmil;0;0;1;0;0;0;0;2;1;0;0;18;0;0;0;0;0;0;0;0;22
To-Recursolandia;0;0;0;0;0;0;0;0;20;15;26;0;0;0;0;0;0;0;0;0;61
To-Riachinho;0;14;0;1;0;0;3;3;0;0;0;0;2;0;0;0;4;0;0;0;27
To-Rio da Conceicao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;4
To-Rio dos Bois;0;0;0;0;10;0;0;2;0;0;32;38;75;63;28;13;0;0;0;0;261
To-Rio Sono;1;0;0;0;0;0;3;0;1;3;0;0;0;0;11;0;0;0;0;0;19
To-Sampaio;0;0;0;1;1;2;0;1;0;1;33;30;28;132;163;10;0;0;64;15;481
To-Sandolandia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Santa Fe do Araguaia;3;2;10;3;12;4;2;11;6;3;2;6;6;7;10;15;2;28;0;42;174
To-Santa Maria do Tocantins;0;0;0;0;12;5;3;14;0;0;0;0;0;0;0;0;0;0;0;0;34
To-Santa Rita do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Santa Rosa do Tocantins;8;0;8;12;14;0;13;4;0;0;11;9;0;0;0;0;28;0;0;0;107
To-Santa Tereza do Tocantins;3;0;0;0;15;0;0;0;0;10;9;0;39;0;0;3;11;0;0;0;90
To-Santa Terezinha do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Sao Bento do Tocantins;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5
To-Sao Felix do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;8;7;0;0;0;19
To-Sao Miguel do Tocantins;0;0;0;0;2;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;8
To-Sao Salvador do Tocantins;0;0;0;0;0;0;0;0;0;1;2;21;141;547;2030;1058;13;164;46;4;4027
To-Sao Sebastiao do Tocantins;0;1;0;0;2;1;0;2;2;0;0;0;0;13;9;21;0;0;16;0;67
To-Sao Valerio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Silvanopolis;46;27;37;1;0;6;6;0;0;36;1;3;1;40;30;39;11;2;3;2;291
To-Sitio Novo do Tocantins;2;4;0;0;0;0;0;0;0;0;0;0;0;2;8;0;4;0;0;0;20
To-Sucupira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6
To-Taguatinga;0;0;0;0;0;0;0;0;0;5;1;27;2;0;185;1;0;0;0;0;221
To-Taipas do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;7
To-Talisma;0;0;0;0;0;0;1;1;0;4;0;0;0;0;0;0;0;0;0;0;6
To-Palmas;3832;3226;3153;4330;5162;5221;5791;8769;7167;6574;5825;6084;6016;5996;4179;5059;2901;2568;2841;2975;97669
To-Tocantinia;5;0;20;5;8;1;76;2;7;0;6;0;0;0;0;0;0;0;0;13;143
To-Tocantinopolis;18;7;6;7;19;15;19;10;21;34;15;23;70;8;34;14;2;0;33;4;359
To-Tupirama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To-Tupiratins;0;1;1;1;1;1;2;1;4;0;0;0;4;295;218;0;0;0;0;0;529
To-Wanderlandia;0;0;4;18;15;23;17;19;32;30;30;37;14;0;1;4;1;59;28;49;381
To-Xambioa;179;101;0;3;8;24;12;3;24;68;118;76;101;556;0;0;0;0;2;2;1277
To-Ignorado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ma-Acailandia;1838;1474;1827;910;907;717;4142;1608;1828;1281;1131;1107;890;554;1625;668;1789;1860;485;504;27145
Ma-Afonso Cunha;0;0;0;0;0;0;0;0;0;0;71;0;1;2;0;0;0;57;0;0;131
Ma-Agua Doce do Maranhao;29;26;0;0;0;0;13;24;38;5;9;0;0;0;6;0;0;0;0;0;150
Ma-Alcantara;0;7;7;0;11;3;17;19;26;1074;238;40;62;33;0;0;0;73;0;0;1610
Ma-Aldeias Altas;3;0;0;2;3;0;0;0;0;0;2;3;12;0;0;0;2;2;2;2;33
Ma-Altamira do Maranhao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ma-Alto Alegre do Maranhao;16;29;39;39;49;64;68;80;94;79;0;0;0;0;0;0;0;0;0;0;557
Ma-Alto Alegre do Pindare;23;135;3;0;0;1;0;0;0;0;0;0;0;161;0;1;1;1;1;1;328
Ma-Alto Parnaiba;9;0;0;0;0;0;0;2;11;18;2;20;23;4;0;0;0;0;0;0;89
Ma-Amapa do Maranhao;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
Ma-Amarante do Maranhao;0;0;0;133;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;136
Ma-Anajatuba;0;0;0;1;1;3;12;33;77;13;0;7;5;0;1;1;0;0;0;0;154
Ma-Anapurus;0;0;0;0;46;35;0;0;2;0;113;102;66;0;0;0;0;0;0;0;364
Ma-Apicum-Acu;0;0;0;0;0;0;2;0;0;11;0;0;0;0;0;0;0;0;0;0;13
Ma-Araguana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ma-Araioses;0;0;0;0;16;31;47;58;26;4;2;11;55;38;0;2;2;1;1;1;295
Ma-Arame;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
Ma-Arari;4;7;7;11;4;3;2;6;2;12;10;3;2;1;1;0;0;1;0;3;79
Ma-Axixa;32;15;0;12;16;0;0;0;0;0;0;0;0;1;4;0;0;0;0;6;86
Ma-Bacabal;201;65;45;80;92;65;78;90;59;111;956;52;38;38;207;206;49;10;55;46;2543
Ma-Bacabeira;108;148;89;126;382;532;121;582;733;922;1825;705;64;16;12;13;27;9;26;64;6504
Ma-Bacuri;0;0;0;0;0;0;0;0;5;1;5;2;0;0;0;0;0;0;0;0;13
Ma-Bacurituba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ma-Balsas;1039;737;724;579;621;544;866;1278;1866;609;598;420;469;271;284;149;164;130;155;130;11633
Ma-Barao de Grajau;11;11;14;21;10;91;109;102;65;40;157;121;129;100;398;59;8;0;0;0;1446
Ma-Barra do Corda;18;12;16;19;38;169;62;31;23;7;27;29;245;1;9;3;5;5;13;20;752
Ma-Barreirinhas;82;14;11;15;23;51;20;17;11;23;54;137;57;82;0;7;26;72;176;89;967
Ma-Belagua;0;0;0;0;5;1;0;0;0;0;0;0;0;0;10;0;0;0;0;0;16
Ma-Bela Vista do Maranhao;13;17;14;0;7;15;1;20;1;0;0;0;0;0;0;0;0;0;0;1;89
Ma-Benedito Leite;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Ma-Bequimao;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;1;1;11
Ma-Bernardo do Mearim;604;11;12;4;5;9;12;5;0;0;0;0;1;0;0;0;0;0;0;0;663
Ma-Boa Vista do Gurupi;0;0;2;2;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;11
Ma-Bom Jardim;25;14;13;2;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65
Ma-Bom Jesus das Selvas;3;2;2;4;4;2;53;26;0;0;0;0;0;0;0;0;0;0;0;0;96
Ma-Bom Lugar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;3;15
Ma-Brejo;13;6;9;15;10;20;22;96;187;184;148;71;70;0;0;0;0;0;0;2;853
Ma-Brejo de Areia;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
Ma-Buriti;13;1;9;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
Ma-Buriti Bravo;53;88;121;179;156;119;74;43;9;0;0;0;0;0;0;0;0;0;0;0;842
Ma-Buriticupu;5;9;6;10;46;18;5;19;33;6;126;15;0;1;521;0;3;0;0;233;1056
Ma-Buritirana;0;0;0;0;0;0;0;0;3;0;0;0;19;20;6;0;0;0;0;0;48
Ma-Cachoeira Grande;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ma-Cajapio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ma-Cajari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ma-Campestre do Maranhao;4;0;1;5;22;30;5;18;0;0;4;6;18;5;15;17;16;10;5;0;181
Ma-Candido Mendes;53;56;45;35;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;199
